item,cluster,raw_fraction,residual,z_score,coverage
dmw=11540,13,0.6291390728476821,-0.16236803688892554,-1.243713116620573,151
dmw=11540,14,0.6756756756756757,-0.1525550167079227,-1.1616282640705309,74
dmw=11540,10,0.6013986013986014,-0.13788217772593558,-1.0388915528326823,143
dmw=11541,4,0.8303747534516766,-0.0829543931517952,-1.536853280861241,507
dmw=11541,14,0.8648648648648649,-0.07262603396851441,-1.3246582027243567,37
dmw=11541,9,0.8016528925619835,-0.06619412150456638,-1.192515222059395,121
dmw=11542,12,0.39805825242718446,-0.453465765447806,-3.3404624716079314,103
dmw=11542,11,0.6875,-0.18850729566179025,-1.2954113176686137,64
dmw=11549,11,0.07792207792207792,-0.11054377938583643,-1.4338522452344096,77
dmw=11549,10,0.05660377358490566,-0.09585444079015155,-1.289695434535266,53
dmw=11549,7,0.10227272727272728,-0.08831322365525775,-1.2156881670279753,176
dmw=11554,0,0.4331450094161959,-0.18037196914887527,-1.607105059043079,531
dmw=11554,12,0.4166666666666667,-0.16628132646616595,-1.5056500416806564,24
dmw=11554,3,0.528,-0.13575274022553452,-1.2858390425064201,125
dmw=11554,1,0.45617977528089887,-0.11830792195530543,-1.1602333919804717,445
dmw=11555,11,0.027777777777777776,-0.07951924630154554,-1.7198418328143252,72
dmw=11555,7,0.04985337243401759,-0.05877287858094982,-1.2538739985266727,341
dmw=11555,6,0.045351473922902494,-0.05561209950923271,-1.1828822278926436,441
dmw=11555,4,0.048417132216014895,-0.05168380501394274,-1.0946518975010153,537
dmw=11561,13,0.21212121212121213,-0.21367199292756858,-1.9130551567447238,66
dmw=11561,14,0.3055555555555556,-0.17946634217332147,-1.5873334184142904,36
dmw=11561,4,0.2633181126331811,-0.1349116565128432,-1.1630634704936216,657
dmw=11564,9,0.6816326530612244,-0.1992469610258376,-3.090176088455338,245
dmw=11564,12,0.7863247863247863,-0.12602050299130296,-1.905427379202752,117
dmw=11573,12,0.6904761904761905,-0.2275137056040124,-3.3995057183643875,168
dmw=11573,9,0.7918552036199095,-0.09644720538437201,-1.4477775688678705,221
dmw=11599,10,0.6848484848484848,-0.17252841580989298,-2.9871069862487363,165
dmw=11599,6,0.788135593220339,-0.09067357617301486,-1.6328829786932193,354
dmw=11599,9,0.7608695652173914,-0.05651662740992547,-1.0677830988935701,92
dmw=11604,12,0.0,-0.3205751493253768,-1.9083291444824442,26
dmw=11604,1,0.11379310344827587,-0.19927118762423335,-1.3794594967837035,290
dmw=11604,0,0.18980169971671387,-0.15909397008752804,-1.2042920036023765,353
dmw=11615,9,0.31343283582089554,-0.4440329178850272,-2.971299506955857,67
dmw=11615,11,0.6216216216216216,-0.2224985419948885,-1.4033002363997888,37
dmw=11615,16,0.5882352941176471,-0.18286337259327412,-1.1227662720415108,17
