DMW,Cluster,Raw_Fraction,Residual,Z_Score,Coverage
dmw=22413,0,0.257253029746603,-0.02873856452837592,-0.8259160265557437,5446
dmw=14060,0,0.5985748218527316,-0.028502266578641522,-0.5135287167541595,3368
dmw=2837,0,0.6775436211194199,-0.028433954580012633,-0.7080924306423967,8826
dmw=19696,0,0.5511363636363636,-0.028430550544601085,-0.5031987401891019,7744
dmw=4812,0,0.02501389660922735,-0.028397292881539048,-0.7813711079457363,1799
dmw=11105,0,0.07089151450053706,-0.028332597562670328,-0.7305804709111607,1862
dmw=20020,0,0.1724137931034483,-0.028274634800754594,-0.566648729820254,1363
dmw=6574,0,0.28093076049943244,-0.027993545160383104,-0.7633875196923068,1762
dmw=19142,0,0.38564885496183204,-0.027813808934443685,-0.6251685152653179,3275
dmw=14496,0,0.7229161935044288,-0.02773972288006199,-1.00031949890763,4403
dmw=330,0,0.2149191444966093,-0.02773462979166752,-0.7668388813226548,1917
dmw=2227,0,0.2295257571331191,-0.027641494805241612,-0.7654415177390803,10269
dmw=14235,0,0.5366247979107076,-0.02742288981919372,-0.5360687053849631,8041
dmw=12001,0,0.5638998682476943,-0.027296550997458313,-0.7873448921152402,5313
dmw=6519,0,0.5403104656985478,-0.027169291569021925,-0.5564218357150207,3994
dmw=13089,0,0.3366104868913858,-0.027147267914239825,-0.7655740942589447,2136
dmw=2802,0,0.5084813677040203,-0.02700525380910146,-0.5178747255530878,7487
dmw=6084,0,0.6516500785751702,-0.02698633869971301,-0.6468131642292706,3818
dmw=19684,0,0.573954437266236,-0.02695763646292826,-0.5523686211949325,5882
dmw=2767,0,0.6778900112233446,-0.02692337684461954,-0.7056388151259639,6237
dmw=19307,0,0.1324815063887021,-0.02676720926571388,-0.8717748800836046,1487
dmw=11707,0,0.18197523754678951,-0.026657509342312202,-0.7942364417861756,3473
dmw=11924,0,0.7235481304693715,-0.026616075992899058,-1.2914981686607518,2514
dmw=6561,0,0.6316184754036801,-0.026609348650021736,-0.5005195728953105,5326
dmw=15343,0,0.3387506348400203,-0.026581366466543355,-0.8133449171997406,3938
dmw=6328,0,0.5591328264034946,-0.026488590721352345,-0.5061823696982061,6181
dmw=14234,0,0.7595433464145558,-0.026463677432044808,-1.0741334731067336,2803
dmw=6197,0,0.5771266540642722,-0.026426553528561603,-1.0612610299952343,5290
dmw=6323,0,0.5911395783293302,-0.026361813470270445,-0.5831485512864316,3747
dmw=11862,0,0.5985003408316292,-0.026328959660718687,-0.7298215053955914,2934
dmw=10932,0,0.01402439024390244,-0.026281791977586413,-1.1467673042257176,1640
dmw=19777,0,0.5818321195860483,-0.026238322527627367,-0.6200324734053995,5218
dmw=14252,0,0.7168218859138533,-0.026173463481187098,-0.5165957961294392,3436
dmw=6375,0,0.666923373122834,-0.02615255172229969,-0.6853815590579071,7791
dmw=20439,0,0.3289249146757679,-0.02604536577181993,-0.6771450595416727,2344
dmw=7807,0,0.4335117332235488,-0.026033443552153368,-0.5078500872172792,2429
dmw=14272,0,0.6328125,-0.02597528688940398,-0.5313374323220199,4480
